name,category,rating,city,cost_per_plate,decoration,makeup_artist,dj,photography
Chilukuri Pearl Palace Resort,banquet-halls,3.0,visakhapatnam,2000,115900,28300,13900,50700
Dolphin Hotel,banquet-halls,4.0,visakhapatnam,875,73000,18300,14100,36200
Vizag Conventions,banquet-halls,4.0,visakhapatnam,1400,88800,20300,12200,52400
Fortune Inn Sree Kanya,banquet-halls,4.0,visakhapatnam,900,71600,13100,8700,39500
Hotel Greenpark,banquet-halls,3.0,visakhapatnam,1250,87000,20700,10600,35900
Rk Function Hall,banquet-halls,2.0,visakhapatnam,1700,101500,26600,14200,48000
Hotel Meghalaya,banquet-halls,3.0,visakhapatnam,650,58400,10700,11600,25300
Ananya Convention,banquet-halls,2.0,visakhapatnam,1500,100500,18500,12700,53600
Elegant Hotel,banquet-halls,2.0,visakhapatnam,650,49200,15200,8700,23900
Radisson Blu Resort Visakhapatnam,banquet-halls,5.0,visakhapatnam,2000,116600,28200,8300,51600
V Function Hall,banquet-halls,2.0,visakhapatnam,1499,95600,18400,13800,46300
Vamsi Function Halls,banquet-halls,2.0,visakhapatnam,1499,96700,18600,11900,41700
Palm Beach Hotel,banquet-halls,3.0,visakhapatnam,950,73300,16200,11600,38200
Palm Beach Hotel,banquet-halls,3.0,visakhapatnam,950,74100,14300,10200,38800
Sb Square Banquet,banquet-halls,3.0,visakhapatnam,350,39500,9200,12600,29200
The Gateway Hotel,banquet-halls,5.0,visakhapatnam,1500,93500,19000,9500,49500
Fairfield By Marriott Visakhapatnam,banquet-halls,4.0,visakhapatnam,1500,100600,22500,8100,54200
Hotel Daspalla,banquet-halls,3.0,visakhapatnam,950,76400,15900,12700,40300
Hotel Daspalla,banquet-halls,3.0,visakhapatnam,950,66200,16400,14300,37900
Chilukuri Pearl Palace Resort,banquet-halls,3.0,visakhapatnam,1500,101100,24700,10100,47200
Fortune Inn Sree Kanya,banquet-halls,4.0,visakhapatnam,900,69400,12300,11700,28000
Regenta Central Klassik,banquet-halls,4.0,ludhiana,1900,123000,22200,14600,62100
Victorian Castle,banquet-halls,2.0,ludhiana,1500,98400,19600,10500,54900
Sona Grand Resort,banquet-halls,2.0,ludhiana,4000,217600,48700,13100,104400
Uk Palace,banquet-halls,2.0,ludhiana,800,56100,16200,9000,32000
Big Resorts,banquet-halls,2.0,ludhiana,1500,94300,21300,14900,43400
Nishi Grand Palazzo,banquet-halls,2.0,ludhiana,850,68300,13900,10100,28200
Le Baron,banquet-halls,2.0,ludhiana,1200,84100,18500,10600,37100
Grewalz Banquet Hall,banquet-halls,2.0,ludhiana,1000,70300,13000,12200,38300
Hotel Parth,banquet-halls,2.0,ludhiana,1000,65000,18500,10200,42100
Good Time Resort,banquet-halls,2.0,ludhiana,1700,107500,26600,12500,45500
Sartaj Palace,banquet-halls,2.0,ludhiana,1499,98600,24400,11200,40300
Hotel Silver Stone,banquet-halls,2.0,ludhiana,900,74000,12500,11200,42600
Red Oak Banquets & Resorts,banquet-halls,2.0,ludhiana,900,72400,15800,12100,33300
Regenta Central Klassik,banquet-halls,4.0,ludhiana,1900,118200,28600,12500,52100
Bobby Palace,banquet-halls,2.0,ludhiana,600,51000,12400,8300,37000
The Grand Kashmir,banquet-halls,2.0,ludhiana,1500,98800,23200,12500,51600
Pizzallia Royal Resorts,banquet-halls,2.0,ludhiana,1000,65100,18100,12700,35900
Highway Halt Restaurant,banquet-halls,2.0,ludhiana,900,71100,15500,14800,38900
Sterling Resort,banquet-halls,2.0,ludhiana,2000,128900,25000,12800,52700
Hotel A9 Resort,banquet-halls,2.0,ludhiana,800,57600,11500,10300,35300
Jifco Resorts,banquet-halls,2.0,ludhiana,1000,79300,14100,12900,35200
Hotel City Home,banquet-halls,2.0,ludhiana,800,68200,17700,11200,38600
The Celebration Garden,banquet-halls,2.0,ludhiana,1200,89900,18200,13500,46000
Aagaaz Hotel,banquet-halls,2.0,ludhiana,500,45600,8200,8900,33600
Partaap Resorts,banquet-halls,2.0,ludhiana,900,64300,13700,10000,37900
Elegance Hotel,banquet-halls,2.0,ludhiana,1600,95800,20600,9300,56800
Amantran Ville,banquet-halls,2.0,ludhiana,999,75900,15600,11700,41600
Radisson Blu Hotel Ludhiana,banquet-halls,4.6,ludhiana,2800,168700,31200,10900,74500
Radisson Blu Hotel Ludhiana,banquet-halls,5.0,ludhiana,2800,168700,37600,13400,72700
King Spades Resorts,banquet-halls,2.0,ludhiana,1200,81300,19800,12200,42200
Festyn Era,banquet-halls,2.0,amritsar,1400,99000,20300,15000,42100
Shamrock Garden,banquet-halls,3.0,amritsar,1250,84000,18300,10400,40600
5 States Resort,banquet-halls,4.0,amritsar,1500,103700,19800,9100,46800
Hotel Pr Residency,banquet-halls,4.0,amritsar,1200,84300,17100,12300,47600
Grand Celebration Resort,banquet-halls,4.0,amritsar,1850,117500,27400,11000,47700
Hotel DNR Pride,banquet-halls,3.0,amritsar,1100,78900,20500,9700,36900
Kdc Banquets,banquet-halls,2.0,amritsar,750,52700,17100,9400,26600
Forest Villa,banquet-halls,2.0,amritsar,1100,82800,16300,10700,36200
Hotel Mj Royal,banquet-halls,2.0,amritsar,700,54200,15700,12800,35800
Mbs Resort,banquet-halls,2.0,amritsar,1800,111300,22700,8900,48100
Hotel Swarn House,banquet-halls,2.0,amritsar,750,65300,13500,8200,39400
Hotel Narula Aurrum,banquet-halls,3.0,amritsar,800,57000,13500,8600,38700
Aay Kay Hotel,banquet-halls,3.0,amritsar,750,58700,12400,8900,35600
Rajindra Resorts,banquet-halls,3.0,amritsar,1200,87900,18800,10300,38400
Hotel Makhan Residency,banquet-halls,4.0,amritsar,1000,77600,19200,13700,31500
Hotel Swarn House,banquet-halls,3.0,amritsar,1100,79800,16800,8500,34200
M K Hotel,banquet-halls,4.0,amritsar,1950,114300,26100,11800,51900
Hotel Lawrence,banquet-halls,2.0,amritsar,1000,66900,18200,10100,42400
Hotel Esta,banquet-halls,2.0,amritsar,950,66700,18900,8600,32200
Hotel Randhawa International,banquet-halls,2.0,amritsar,950,69500,18200,13200,40800
Grandeur Resort,banquet-halls,2.0,amritsar,1200,77000,17500,9600,48200
Golden Leaf Resort,banquet-halls,2.0,amritsar,1500,104600,21600,10100,49900
Golden Leaf Resort,banquet-halls,2.0,amritsar,1500,93700,20600,11100,52600
Hotel Heaven Blu,banquet-halls,2.0,amritsar,750,61600,17100,11500,31300
Loesdau Garden,banquet-halls,2.0,amritsar,2500,153000,34400,8200,64100
Festyn Era,banquet-halls,2.0,amritsar,1400,95200,23900,8700,51500
Golden Western Villa,banquet-halls,2.0,amritsar,1000,65000,15300,14300,41200
Northern Crown,banquet-halls,2.0,amritsar,1000,65300,14900,13500,32700
Hk 52 Galaxy Royal Luxuries,banquet-halls,2.0,amritsar,1100,76000,17300,12700,39200
Haweli Resort,banquet-halls,4.0,amritsar,2400,144900,28800,14200,68500
Club 9 By Golden Plate,banquet-halls,4.6,meerut,850,59700,17600,14400,29800
Maharaja House Of Taste,banquet-halls,4.6,meerut,999,72000,18100,11300,40700
Krome A Boutique Hotel,banquet-halls,2.0,meerut,1300,82100,21600,8200,47700
Oak Tree By Golden Plate,banquet-halls,2.0,meerut,1300,85300,17100,9000,42200
Oak Tree By Golden Plate,banquet-halls,2.0,meerut,1300,91900,18600,10300,36000
Riviera Banquet And Resort,banquet-halls,2.0,meerut,1500,91600,21500,12600,53200
Riviera Banquet And Resort,banquet-halls,2.0,meerut,1500,98500,18500,10900,51200
Riviera Banquet And Resort,banquet-halls,2.0,meerut,1500,91300,21300,14100,45900
Grand Opera Resort,banquet-halls,2.0,meerut,1400,98900,17600,14700,46000
Hotel De Roses,banquet-halls,2.0,meerut,600,55600,12200,12800,29200
Raj Resorts And Banquet Hall,banquet-halls,2.0,meerut,1000,67800,16800,9200,35300
Rangwali Kothi,banquet-halls,2.0,meerut,550,45300,15000,8200,24600
Rangmahal Banquet,banquet-halls,2.0,meerut,800,57000,13400,12200,29700
Marwari Bhoj,banquet-halls,2.0,meerut,450,48600,13700,14500,26900
Sanskriti Resorts,banquet-halls,2.0,meerut,2000,129200,24500,13600,61700
Sanskriti Resorts,banquet-halls,2.0,meerut,2000,125200,28000,9700,55300
Amantas,banquet-halls,2.0,meerut,1000,68500,18800,11200,41300
Grand Rishala Resort,banquet-halls,2.0,meerut,750,64400,14100,14600,36700
Chandrika Farms,banquet-halls,2.0,meerut,850,66800,13100,14100,27700
Radha Govind Mandap,banquet-halls,2.0,meerut,1100,78000,17800,10900,37800
Leela Celebration,banquet-halls,2.0,meerut,750,54100,16900,8800,33800
Leela Celebration,banquet-halls,2.0,meerut,750,67200,15200,12400,28800
Permanand Farm House,banquet-halls,2.0,meerut,450,49700,9400,14100,33200
R K Farms,banquet-halls,2.0,meerut,850,57700,12800,14700,28600
Hotel Mukut Mahal,banquet-halls,2.0,meerut,850,67700,18200,12300,37400
Hotel Mukut Mahal,banquet-halls,2.0,meerut,850,70100,14200,11800,31500
Apar Chamber,banquet-halls,2.0,meerut,750,54400,16500,10900,29800
Humsafar Palace Axel,banquet-halls,2.0,meerut,450,46100,10000,8600,30700
Grand Castle View,banquet-halls,2.0,meerut,1000,68500,18500,14000,35900
A K Farms,banquet-halls,2.0,meerut,1050,72800,18800,12700,42900
Mangalam Banquet Hall,banquet-halls,3.0,ranchi,800,57600,11400,8700,29700
Tikratoli Estate & Banquets,banquet-halls,3.0,ranchi,1500,98200,23700,11400,47700
Ravi Banquet Hall,banquet-halls,3.0,ranchi,1600,104800,25400,11800,43400
Lake Garden Banquet Hall,banquet-halls,3.0,ranchi,1700,102600,26100,13400,48200
Park Prime Ranchi,banquet-halls,3.0,ranchi,1000,70400,19500,11700,40200
Park Prime Ranchi,banquet-halls,3.0,ranchi,1000,68400,13900,13900,41200
Amaltash Banquet Hall,banquet-halls,2.0,ranchi,1000,76200,13900,9100,39600
Hotel Sanskar And Banquets,banquet-halls,3.0,ranchi,1000,76800,15000,10300,36500
Destination Banquet,banquet-halls,3.0,ranchi,2200,131000,31300,12500,61800
Gala Banquet & Conference,banquet-halls,2.0,ranchi,1000,70500,18500,9200,44000
Focus Club And Resort,banquet-halls,3.0,ranchi,950,70500,13800,15000,37600
Sunaina Banquet,banquet-halls,2.0,ranchi,2000,127000,23600,13900,52700
Manya Palace,banquet-halls,2.0,ranchi,1700,109100,20900,9200,49600
Jade Square,banquet-halls,3.0,ranchi,1200,84400,15800,14700,40100
Winsome Banquet And Resort,banquet-halls,3.0,ranchi,1000,71400,16600,13200,42500
Adan Vatika Banquet Hall,banquet-halls,3.0,ranchi,1600,109100,25300,10500,55900
Radisson Blu Hotel Ranchi,banquet-halls,5.0,ranchi,2450,144400,30900,8100,62900
Radisson Blu Hotel Ranchi,banquet-halls,5.0,ranchi,2450,147000,28800,10500,73900
The Royal Retreat,banquet-halls,3.0,ranchi,1600,99800,23700,11200,50500
J B Banquet Hall,banquet-halls,3.0,ranchi,1400,99300,22900,12600,51700
Puja Shree Marriage House,banquet-halls,3.0,ranchi,2200,127900,25200,13000,59900
Golden Moments Banquet Hall,banquet-halls,3.0,ranchi,999,72500,15900,11200,35100
Hotel Genista Inn,banquet-halls,3.0,ranchi,750,52600,17100,14000,30400
Chanakya Bnr Hotel,banquet-halls,4.0,ranchi,2400,142600,27900,12200,65900
Chanakya Bnr Hotel,banquet-halls,4.0,ranchi,2400,145800,32400,13500,70400
Milan Palace,banquet-halls,3.0,ranchi,999,69200,13500,11100,36400
Ideal Banquet Hall,banquet-halls,2.0,ranchi,2000,115600,26200,11300,51700
Radisson Blu Hotel Ranchi,banquet-halls,5.0,ranchi,2450,151600,29900,9400,68300
Holiday Home,banquet-halls,3.0,ranchi,900,61100,12000,15000,35500
Amaltash Banquet Hall,banquet-halls,2.0,ranchi,1000,67100,15500,10700,40900
Hotel Southern Star,banquet-halls,5.0,mysore,750,63100,13900,12200,38700
Hotel Southern Star,banquet-halls,5.0,mysore,750,63000,12500,9400,29800
Lalitha Mahal Palace Hotel,banquet-halls,2.0,mysore,900,70100,16600,12300,37500
Lalitha Mahal Palace Hotel,banquet-halls,2.0,mysore,900,69500,17700,12600,29200
Grand Mercure Mysore,banquet-halls,5.0,mysore,1100,82900,21000,11200,44600
Hotel Royal Orchid Metropole,banquet-halls,2.0,mysore,900,71800,17200,8300,40700
Hotel Royal Orchid Metropole,banquet-halls,2.0,mysore,900,66900,18700,8700,38100
Hotel Royal Orchid Metropole,banquet-halls,2.0,mysore,900,72000,16300,13700,41100
Fortune Jp Palace,banquet-halls,2.0,mysore,500,47800,11700,11000,32700
Galaxy Convention Centre,banquet-halls,2.0,mysore,400,41600,10700,13600,26800
Galaxy Convention Centre,banquet-halls,2.0,mysore,400,41000,9800,8100,26300
Kautilya Bhavana,banquet-halls,2.0,mysore,400,40100,13000,11800,25400
Silent Shores Resort,banquet-halls,2.0,mysore,650,52200,15700,12000,27600
Golden Landmark Resort,banquet-halls,2.0,mysore,650,49700,9600,10500,27700
Saa Raa Convention Hall,banquet-halls,2.0,mysore,1350,91700,19600,9500,40700
Saa Raa Convention Hall,banquet-halls,2.0,mysore,1350,85200,20700,8400,51800
Jc Convention Centre,banquet-halls,2.0,mysore,850,59700,14000,12700,33300
Sambrama Convention Hall,banquet-halls,2.0,mysore,550,43700,14700,11400,29500
Divyaroopa Kalyana Mantapa,banquet-halls,2.0,mysore,450,48700,11100,13700,20400
Basant Convention Hall,banquet-halls,2.0,mysore,550,55300,10100,9200,29200
Golden Palace Convention Centre,banquet-halls,2.0,mysore,550,46500,12100,12800,21300
Jalmahal Resort And Spa,banquet-halls,3.0,mysore,750,54500,14500,8600,26700
Grand Maurya Hotel And Resort,banquet-halls,2.0,mysore,350,45600,9800,14000,18400
Hotel Southern Star,banquet-halls,5.0,mysore,750,56200,12700,14900,38500
Gln Convention Hall,banquet-halls,2.0,mysore,500,50300,13800,11700,25000
Royal Orchid Brindavan Garden,banquet-halls,2.0,mysore,1800,109000,23200,9800,49000
Grand Mercure Mysore,banquet-halls,5.0,mysore,1100,81300,19900,10900,33200
Hotel Royal Orchid Metropole,banquet-halls,2.0,mysore,900,62000,17000,10700,32600
North Avenue,banquet-halls,2.0,mysore,700,58400,12400,10800,28400
North Avenue,banquet-halls,2.0,mysore,700,55800,13600,10300,25200
Kanak Garden Resort,banquet-halls,2.0,sonipat,1300,90800,18500,14800,47400
Sk Park Blu,banquet-halls,2.0,sonipat,950,77200,13400,13100,35800
Hotel Bloom,banquet-halls,2.0,sonipat,450,38700,13200,10000,24300
New Bulbul Restaurants,banquet-halls,2.0,sonipat,750,60600,13300,9600,36700
Hot Billions,banquet-halls,2.0,sonipat,650,62400,12200,10800,35400
Hotel Lotus Paradise,banquet-halls,2.0,sonipat,650,53100,12400,9500,35200
Eden Green Hotel,banquet-halls,2.0,sonipat,750,60200,14900,14200,26300
Utsav Party Hall,banquet-halls,2.0,sonipat,650,53200,13400,9100,33300
Grand Imperial,banquet-halls,2.0,sonipat,1000,70800,14700,11300,32400
Vikram Palace,banquet-halls,2.0,sonipat,850,62900,12700,14900,41000
Paras Vatika,banquet-halls,2.0,sonipat,650,57700,13600,14400,23500
Jassons Sheesh Mahal,banquet-halls,2.0,sonipat,550,51200,11300,13500,24400
The Utsav Grand,banquet-halls,2.0,sonipat,1000,74400,14500,14300,43300
Jhilmil Dhaba,banquet-halls,2.0,sonipat,650,48400,12800,14700,34800
World Rasoi Family Restaurant,banquet-halls,2.0,sonipat,500,40400,8700,9300,34900
Shreshth Banquet,banquet-halls,2.0,sonipat,550,44700,15200,13800,21900
Hotel Lima Lima,banquet-halls,2.0,sonipat,500,50800,13600,14700,20400
Saroj Garden Banquet,banquet-halls,2.0,sonipat,550,43600,10700,13000,33600
Hotel Home Inn,banquet-halls,2.0,sonipat,1200,86300,18700,13300,40200
Siddhartha Palace,banquet-halls,2.0,sonipat,800,56000,11600,11900,27300
Siddhartha Palace,banquet-halls,2.0,sonipat,800,57300,13700,9500,34500
The Utsav Grand,banquet-halls,2.0,sonipat,1000,70400,17400,8100,32400
The Utsav Grand,banquet-halls,2.0,sonipat,1000,67200,16800,10800,34700
The Utsav Grand,banquet-halls,2.0,sonipat,1000,67600,16900,11400,43000
Eden Green Hotel,banquet-halls,2.0,sonipat,750,62500,11500,10700,27800
Santosh Garden,banquet-halls,2.0,sonipat,550,47100,11000,11600,31600
Bajaj Palace,banquet-halls,2.0,sonipat,700,63900,10600,9500,36100
Sk Park Blu,banquet-halls,2.0,sonipat,950,64400,14100,8200,38400
Sk Park Blu,banquet-halls,2.0,sonipat,950,73600,16200,13300,30700
Harsh Party Zone,banquet-halls,2.0,sonipat,650,60900,12900,10000,24900
Motel Blue Sapphire,banquet-halls,2.0,haridwar,500,51000,11700,13300,24800
Hotel The Great Ananda,banquet-halls,2.0,haridwar,550,48500,12400,11400,21800
Shubh Aarambh Wedding Point,banquet-halls,2.0,haridwar,700,57300,12800,8300,25000
Grand Vedantam Resort,banquet-halls,2.0,haridwar,700,63100,14400,11100,35500
Golden Leaf Banquet,banquet-halls,2.0,haridwar,600,51400,13800,8500,23400
Hotel Grand Shiva,banquet-halls,2.0,haridwar,450,51700,7600,12300,20400
Hotel Park Grand,banquet-halls,2.0,haridwar,850,63900,16500,12200,35900
Hotel Park Grand,banquet-halls,2.0,haridwar,850,65400,13500,13400,32900
Hotel Pramila,banquet-halls,2.0,haridwar,700,64400,10700,13900,34800
Hotel Pramila,banquet-halls,2.0,haridwar,700,53200,13200,11100,24000
Hotel Vinayak Grand,banquet-halls,2.0,haridwar,650,51200,10600,13200,29300
Hyphen Grand,banquet-halls,2.0,haridwar,1200,86400,21500,12600,43200
Hyphen Grand,banquet-halls,2.0,haridwar,1200,89400,18000,9800,36800
Hotel Dream Land,banquet-halls,2.0,haridwar,400,37400,9200,10100,25500
Hotel Jasmine,banquet-halls,2.0,haridwar,600,47900,14900,14700,36700
Golden Tulip,banquet-halls,2.0,haridwar,600,48800,9200,14800,25000
Hotel Crystal Ganga Heights,banquet-halls,2.0,haridwar,550,46700,14500,14500,33900
Hotel Prashant Grand,banquet-halls,2.0,haridwar,500,40100,13500,8800,29300
Welcome Farm,banquet-halls,2.0,haridwar,500,42700,11700,10700,27200
Welcome Farm,banquet-halls,2.0,haridwar,500,46900,13400,8400,26700
Hotel Jagat Inn,banquet-halls,2.0,haridwar,600,55100,13400,11100,25100
Hotel S R Grand,banquet-halls,2.0,haridwar,400,35800,10800,14700,31700
Hotel Madhuban,banquet-halls,2.0,haridwar,500,50000,9100,8100,33700
Hotel Madhuban,banquet-halls,2.0,haridwar,500,42100,12200,12300,34100
Haveli Hari Ganga,banquet-halls,2.0,haridwar,1200,80800,21000,9400,35800
Gardenia Hotel Spa And Resort,banquet-halls,2.0,haridwar,600,57300,10900,12500,25000
Captains Club,banquet-halls,2.0,haridwar,600,56500,10200,14700,29400
Tamarind Multi Cuisine Restaurant,banquet-halls,2.0,haridwar,600,59200,14500,8500,29600
Motel Blue Sapphire,banquet-halls,2.0,haridwar,500,51100,10400,9700,24800
Shubh Aarambh Wedding Point,banquet-halls,2.0,haridwar,700,60800,11800,11400,29900
Kudrat Resort And Suite,banquet-halls,4.0,nainital,600,56400,11000,9000,25700
The Blue Orchid Hotel And Resort,banquet-halls,4.0,nainital,1700,113000,22800,11300,55400
Regenta Resort Tarika,banquet-halls,2.0,nainital,1200,81200,20700,9400,38300
Shiva Banquet Hall And Party Lawn,banquet-halls,2.0,nainital,450,38300,12300,14200,28300
Hotel Chitrarth And Party Lawn,banquet-halls,2.0,nainital,850,57800,16200,14100,28000
Vishnu Priya Banquet,banquet-halls,2.0,nainital,500,50500,10900,14700,27100
Dynasty Resort,banquet-halls,2.0,nainital,1400,93600,22000,13300,43500
Prem Chunariya Banquet Hall And Party Lawn,banquet-halls,2.0,nainital,650,49900,10200,12500,33100
Hotel Arif Castles,banquet-halls,2.0,nainital,750,63000,16700,15000,36300
Sankalp Banquet Hall,banquet-halls,2.0,nainital,800,65400,13600,9200,35500
Shree Hari Banquet Hall,banquet-halls,2.0,nainital,750,60300,12800,8900,28400
Clarissa Resort,banquet-halls,2.0,nainital,850,68700,15500,11300,32200
The Tiger Groove,banquet-halls,2.0,nainital,1000,76500,15400,12500,39400
The Golden Tusk,banquet-halls,2.0,nainital,850,58500,12600,9600,30100
Dynasty Resort,banquet-halls,2.0,nainital,1400,92800,17700,8500,38100
The Forest Vines,banquet-halls,2.0,nainital,1600,104800,25300,10900,49400
Milan Banquet And Party Lawn,banquet-halls,2.0,nainital,400,35800,9000,8500,25700
Kanta Banqet Hall,banquet-halls,2.0,nainital,500,50900,14500,12700,23600
Devgiri Banquet Hall,banquet-halls,2.0,nainital,500,43500,14300,11600,24300
The Prince,banquet-halls,2.0,nainital,1050,74600,18100,13100,35400
Om Sai Banquet,banquet-halls,2.0,nainital,750,57000,15000,10800,31800
Wood Castle Spa And Resort,banquet-halls,2.0,nainital,900,73600,16600,11700,29200
Nadiya Parao Resort,banquet-halls,2.0,nainital,500,51100,10200,13900,24600
The Cloyster Resort And Spa,banquet-halls,2.0,nainital,850,61400,14300,8400,42000
Clarissa Resort,banquet-halls,2.0,nainital,850,63500,12400,10200,38300
Corbett The Grand,banquet-halls,2.0,nainital,2500,140100,28100,11300,65900
Corbett The Grand,banquet-halls,2.0,nainital,2500,143200,29400,8500,64400
Corbett The Grand,banquet-halls,2.0,nainital,2500,151200,34900,11200,63500
Pagoda Manu Maharani Resort,banquet-halls,2.0,nainital,850,66300,14200,14700,32800
Wood Castle Spa And Resort,banquet-halls,2.0,nainital,900,71600,15200,12700,33900
Paras Jyoti Hotel And Banquet Hall,banquet-halls,2.0,aligarh,1500,96000,22300,9900,52400
The Prince Palace,banquet-halls,2.0,aligarh,750,57600,14500,13800,36300
Swarnbhoomi Party Lawns And Banquet,banquet-halls,2.0,aligarh,1100,74100,20700,9000,38500
Hotel Ruby,banquet-halls,2.0,aligarh,850,64700,12900,11000,28800
Hotel Melrose Inn,banquet-halls,2.0,aligarh,600,56700,12200,11800,36700
Hotel Orchid Blu,banquet-halls,2.0,aligarh,750,64100,14700,8900,37000
Ocean Pearl Banquet Hall,banquet-halls,2.0,aligarh,700,53400,10600,11800,37200
Royal Galaxy Function Hall,banquet-halls,2.0,aligarh,650,51300,15200,14900,37700
